English,Tunisian
"That's a valid concern. The pressure from the main line is standard, but many farmers here install a small booster pump to ensure it's enough for irrigation.",تخوّف وجيه. الضغط متاع الخطّ الرئيسي نورمال، أمّا برشة فلاحين هنا يركّبو pompe صغيرة تعزّز الضغط باش يضمنو اللي يكفي للسقي.
A booster pump? I see. Is that something you can help with?,مضخّة بوستر؟ آها، فهمت. تنجم تعاونّي فيها؟
"We don't install them, but I can give you the specifications you'll need when you buy one.",إحنا ما نركّبوهمش، أما ننجم نعطيك المواصفات اللي باش تحتاجهم كي تشري واحد.
These city walls are massive. How old are they?,حيطان المدينة هاذم كبار برشة. قدّاش عمرهم؟
"Much of what you see today was built in the 18th century, but the foundations are much older. They stretch for more than three kilometers around the old city.",برشة من اللي تشوفه اليوم اتبنى في القرن الثمنطاش، أمّا الأساسات أقدم برشة. يمتدّو على أكثر من ثلاثة كيلومتر دايرين بالمدينة العتيقة.
And these large gates?,والبيبان الكبار هاذم؟
"They are the historic entry points to the medina. Each gate has its own name and story, like the Gate of Tunis or the Gate of the Butchers.",Tunisian: هما المداخل التاريخيّة للمدينة العربي. كلّ باب عندو اسمو وحكايتو، كيف باب تونس ولا باب الجزّارين.
"With the drought getting worse, how is water priority decided? I'm worried about my fruit trees.",مع الجفاف اللي قاعد يزيد يشتدّ، كيفاش يحدّدوا الأولويّة متاع الما؟ أنا مقلّق على شجر الغلّة متاعي.
"The highest priority is given to permanent crops, like olive and fruit trees, over seasonal vegetables.",الأولويّة القصوى نعطيوها للمغروسات الدايمة كيما شجر الزيتون وأشجار الغلّة، على الخضرة الموسميّة.
So my orchard will be prioritized over someone's tomato field?,يعني باش تتعطى الأولويّة للجنان متاعي على حقلة متاع طماطم متاع حدّ؟
"In a critical shortage, yes. The guidelines aim to protect long-term agricultural investments first.",في حالة نقص حادّ، إي. التوجيهات تعطي الأولويّة لحماية الاستثمارات الفلاحيّة على المدى البعيد أوّلًا.
"Alright, the teacher said your participation is good, but your test scores need work. What do you think we should do?",باي، الأستاذ قال مشاركتك باهية، أمّا النقّاط متاع الامتحانات يلزمهم خدمة. شنوّة رايك؟ شنعملو؟
Maybe I could review my notes for an hour every evening before starting my homework?,يمكن نراجع notes متاعي ساعة كل عشيّة قبل ما نبدى نخدم الdevoir متاعي؟
That's a good start. Let's write it down and make a schedule for the week.,هاذي بداية باهية. خلّينا نقيّدوها ونضبطو برنامج الأسبوع.
"Good morning, members of the committee. We are here today to reaffirm our commitment and demonstrate why our solution is not just the best choice, but the only choice for ensuring this project's success.",تونسية: صباح الخير يا أعضاء اللجنة. احنا اليوم موجودين باش نجدّدو التزامنا ونورّيو علاش الحلّ متاعنا موش كان أحسن اختيار، أمّا هو زادة الاختيار الوحيد اللّي يضمن نجاح هالمشروع.
"Madam CEO, your proposal is strong, but so are others. My main concern is your ability to meet the very aggressive timeline. How can you guarantee you will not have delays?",مدام الPDG، المقترح متاعك قوي، أمّا زادة مقترحات غيرك قويّة. أكبر همّي هو قدرتك إنّك تلتزمي بالآجال الزمنية المضغوطة برشة. كيفاش تنجمي تضمنّي اللي ما يصيرش تأخير؟
"An excellent question. We have pre-allocated a dedicated team and secured our supply chain in advance. Our guarantee is built on preparation, not just promises. We are ready to start tomorrow.",سؤال باهي برشة. حاطّين من قبل إكيب مخصّصة وأمّنا سلسلة التزويد متاعنا بكري. الضمان متاعنا مبني على التحضير، موش كان وعود. حاضرين نبدّاو غدوة.
"Just between us, I've started updating my online profile and looking around.",بيناتنا برك، بدّيت نحدّث في الprofil متاعي online ونشوف شنوّة فمّا.
Oh really? Are you serious about leaving?,بالحقّ؟ بالجدّك باش تمشي؟
"I'm exploring my options. I feel like I've hit a ceiling here, you know?",أنا قاعد نفركس في options متاعي. نحسّ روحي وصلت للplafond هنا، تفهمني؟
"I completely understand. To be honest, I've been thinking about it too.",أنا فاهمك على الآخر. بالصّراحة، حتى أنا من مدّة وأنا نفكّر فيها.
"Before you head out, just to double check, is your port access badge up to date?",قبل ما تخرج، كان باش نتأكّد برك، البادج متاع دخول الميناء مازال a jour؟
"Yes, of course. It's valid until December. I always have it with me.",إي، بطبيعة. صالحة حتى لديسمبر. ديما معايا.
Perfect. Just wanted to be sure to avoid any problems at the gate.,Tunisian: باهي. كان حبّيت نتأكّد برك باش ما يصير حتى مشكل عند الباب.
"Hi, I called about a power outage a little while ago. I'm just checking for an update.",Tunisian: عسلامة، اتّصلت قبيلة على خاطر صار قطاع في الضو. راني نستفسر برك كان فمّا جديد؟
"Yes, sir, I see your file. It appears to be a general outage affecting the entire area due to an issue with a transformer.",إي، سيّدي، نشوف دوسيك. يظهرلي فما عطب عام مأثّر عالجهة الكلّ على خاطر مشكل في الترانسفو.
"Oh, so it's not just my building then?",آها، معناها موش كان عمّارتي؟
"That's correct. It's a widespread problem, and our technical teams are working on it right now.",بالضبط. هي مشكلة منتشرة برشة، والفرق التقنيّة متاعنا قاعدين يخدمو عليها توّا.
"Professor, I saw my son's midterm grade and I am very worried. Is he having trouble in your class?",أستاذ، شفت النقطة متاع الmidterm متاع ولدي وتقلّقت برشة. عندو صعوبات في cours متاعك؟
Thank you for your concern. That exam was unusually difficult for the entire class. His participation and other assignments have been excellent.,يعطيك الصحة على اهتمامك. الامتحان ذاك كان صعيب موش كيف العادة على الكلاس الكل. مشاركته وباقي الdevoirات متاعه كانوا ممتازين برشة.
So you believe he can still succeed?,يعني تصدّق اللي مازال ينجم ينجح؟
"Without a doubt. He is a very bright student. As long as he focuses on the final project, his overall grade will be just fine. Please don't worry.",ما فيها حتى شك. هو تلميذ ذكي برشة. طول ما يركّز على ال projet final، المعدّل العام متاعو باش يكون لباس. بالله ما تقلقش.
"Praise be to God, the construction is finally done. What's the next step to get the final compliance certificate?",الحمد لله، البني أخيرا كمل. شنوة الخطوة الجاية باش ناخو شهادة المطابقة النهائية؟
"Now, we submit a request to the municipality for a final inspection. They will send a committee to the site to verify that the finished building perfectly matches the approved plans.",تاو نقدّمو مطلب للبلديّة على خاطر المعاينة النهائية. همّا يبعثو لجنة للشانتي باش يتأكّدو اللي البناية المكمّلة مطابقة بالقدّ للplans اللي وافقو عليهم.
What if there are minor differences?,وإذا كان فما فروقات صغار؟
"Any differences must be corrected. Otherwise, we would have to apply for a revised permit to approve the changes, and that can be a very long and uncertain process.",أي اختلافات لازم تتصلّح. كان لا، نضطرّو نقدّمو مطلب لرخصة معدّلة باش يوافقو على التغييرات، والإجراءات هاذي تنجم تكون طويلة برشة ومش مضمونة.
This project isn't just a building; it includes a public garden and a daycare. It will bring significant value and services to the local residents.,المشروع هذا موش كان بناية؛ فيه زادة جنينة عمومية وgarderie. باش يجيب قيمة كبيرة وخدمات مهمّة لناس الحومة.
"We appreciate the community benefits, but the primary concern for the review committee will be the project's density and its impact on traffic.",نقدّرو المنافع للجماعة، أمّا الهمّ الأساسي عند اللجنة متاع المراجعة باش يكون كثافة المشروع والتأثير متاعو على الزحمة في الطرقات.
We anticipated that. The plan includes a two-level underground parking garage that exceeds the required number of spaces to help ease local traffic.,حاسبين حسابه. البلان فيه باركينغ تحت الأرض على زوز طوابق، يفوت العدد المطلوب متاع البلاصات باش يخفّف الضغط على الترڨيك المحلّي.
"My name is Amin, and I will be your dedicated point of contact. For anything you need, big or small, please do not hesitate to call me directly.",تونسية: اسمي أمين، وباش نكون الشخص اللي ترجعله ديما. على أي حاجة تحتاجها، كبيرة ولا صغيرة، ما تتردّدش تطلبني ديريكت.
"Thank you, Amin. It's very reassuring to know there's someone I can reach out to.",يعطيك الصحّة يا أمين. يطمنّي برشة كي نعرف اللي فمّا شكون نجم نرجعلو.
I'm a photographer. When is the absolute best time to capture the color of the stone?,أنا مصوّر. وقتاش أحسن وقت على الآخر باش نخرّج لون الحجر في التصويرة؟
"For the most magical light, you should be here either early in the morning or late in the afternoon. The low sun makes the sandstone glow with a deep golden hue. It's what we call the golden hour.",باش تشوف الضوّ الساحر على الآخر، يلزمك تكون هوني يا بكري في الصباح يا في آخر العشية. الشمس كي تكون واطية تخلّي الحجر الرملي يضوي بلون ذهبي غامق. هاذيكة اللي نسمّيوها الساعة الذهبية.
"As we discussed during the sales process, the client's main objective is to increase their online sales by 20 percent. I have shared all my detailed notes with the project manager.",كيما حكينا وقت الsales process، الهدف الرئيسي متاع الclient هو يزيد المبيعات online بـ20 فالمية. أنا شاركت كلّ ملاحظاتي المفصّلة مع الproject manager.
"Thank you. Based on that, our first step will be to conduct a discovery workshop to finalize the technical requirements. We will send an invitation for that soon.",مرسي. على ضوّ هالشي، أوّل خطوة باش نعملو workshop متاع discovery باش نحسّمو المتطلّبات التقنية. باش نبعثو invitation على قريب.
This pain in my shoulder is really affecting my stroke. It hurts with every pull.,الوجيعة هاذي في كتفي مأثّرة برشة على الستروك متاعي. توجّعني كل مرّة نجبد فيها.
It sounds like swimmer's shoulder. We'll work on strengthening your rotator cuff and improving your shoulder blade's stability.,يظهرلي عندك كتف السباح. باش نخدمو على تقوية العضلات الدوّارة متاع الكتف ونحسّنو ثبات لوح الكتف متاعك.
Will I have to stop swimming completely?,Tunisian: باش يلزمني نبطّل العوم بالكلّ؟
"We'll modify your training for a while, focusing on technique and kicking, and gradually reintroduce full strokes.",باش نعدّلو شوية في التمرين متاعك شوية وقت، ونركّزو على التيكنيك وعلى الركل بالرجلين، وبشويّة بشويّة نرجّعو السباحة كاملة.
"Good morning, Engineer. I've been thinking a lot about the amount of chemical pesticides I'm using on my tomatoes. I'd really like to find a way to reduce them.",صباح الخير، سي المهندس. راني نفكّر برشة في الكميّة متاع المبيدات الكيماوية اللي قاعد نستعمل فيهم في الطماطم متاعي. نحب برشة نلقى طريقة باش ننقص منهم.
That's an excellent goal. Reducing chemicals is better for the soil and can even be more sustainable long-term. We have several options we can explore.,هذا هدف باهي برشة. تنقيص الموادّ الكيماوية خير للأرض، وحتى ينجم يكون أكثر استدامة على المدى الطويل. عندنا برشة خيارات نجّمو نفركسو فيهم.
Could you tell me more about our hotels in Mecca and Medina?,تنجم تعطيني أكثر تفاصيل على الوتيلات متاعنا في مكّة والمدينة؟
"Certainly. In Medina, your hotel is in the central area, about a 5-minute walk from the Prophet's Mosque. In Mecca, it's about 800 meters from the Grand Mosque, with a 24-hour shuttle service provided.",بطبيعة. في المدينة، النزل متاعك في السنتر، قرابة 5 دقايق مشي من المسجد النبوي. وفي مكّة، بعيد تقريبًا 800 متر على الحرم، والنزل موفّر خدمة navette 24/24.
"And then my dad, with his serious face, goes 'So tell me, professor, how can we help him improve?'","ومن بعد بابا، بوجهه الجدّي، يقلي: ""قولّي يا أستاذ، كيفاش نجّمو نعاونّو يتحسّن؟"""
"That's exactly like my mom! And I bet the teacher said, 'He is a good boy, but he needs to focus a little more.'","بالضبط كيما أمّي! ونراهن اللّي المعلّمة قالت: ""هوّ ولد باهي، أما لازمو يركّز شويّة أكثر."""
Yes! Word for word! It's like they all went to the same school for talking to parents.,إي! كلمة بكلمة! كيما الكلّ قراو في نفس المدرسة كيفاش يحكيو مع الوالدين.
"Totally. The same conversation, every single term.",بالضبط. نفس الهدرة، كل semestre.
"Hello, could you please point me to the nearest metro station?",Tunisian: عسلامة، بالله تنجّم تدلّني على أقرب محطّة مترو؟
"Hello. Yes, of course. The 'République' station is just around that corner. It's a five-minute walk.","عسلامة. إي، بطبيعة. محطّة ""République"" غادي ورا الزاوية هذيكا. تبعد كان خمسة دقايق مشي."
Thank you very much.,شكرا برشة.
I just wanted to take a moment to thank you. I really appreciate all the effort you put in with our children.,أنا حبيت كان ناخو لحظة باش نشكرك. بالحق نقدّر برشة كلّ المجهود اللي تبذلو مع صغارنا.
"Thank you so much, that's very kind of you to say. It means a great deal to me.",يعيّشك برشة، هذا لطف كبير منك إنّك قلت هكا. يعنيلي برشة.
I'm going to perform some manual therapy now to improve the mobility in your back.,توّة باش نعملّك شوية علاج يدوي باش نحسّن الحركة في ظهرك.
So you'll be moving the joints with your hands?,يعني باش تحرّك المفاصل بيديك؟
"Yes, I'll apply targeted movements to restore normal motion and relieve the stiffness you've been feeling.",إي، باش نطبّق حركات مركّزة باش نرجّع الحركة الطبيعيّة ونخفّف من التيبّس اللي كنت تحسّ بيه.
We need someone who can speak clearly and calmly to the press. I think Ali would be a good choice.,حاشتنا بحدّ ينجم يحكي واضح وبالهداوة قدّام الصحافة. نظنّ عليّ يكون اختيار باهي.
"I agree, Ali is well-spoken. We should also have Fatima with him; she knows all the numbers and figures by heart.",أنا متفّق، علي كلامو موزون. يلزم زادة فاطمة تكون معاه؛ هي حافظة كلّ الأرقام والإحصائيات على ظهر قلب.
Excellent. A strong team. Let's go ask them if they are willing.,هايل. equipe قويّة. خلينا نمشيو نسألوهم إذا يحبّو.
My final price is 20 dinars. Take it or leave it.,آخر سوم عندي عشرين دينار. يا تاخو يا تخلّي.
"That's not a fair price. Thank you, but I'll find another taxi.",السوم هذا موش معقول. مرسي، أما باش ناخو تاكسي آخر.
"Hello, I'm here for orders 101 and 102.",تفضل، عسلامة. أنا هوني على خاطر commandes 101 و102.
"Welcome. Order 101 is ready right here. Order 102 just needs another five minutes, the pizza is in the oven.",Tunisian: مرحبا. Commande 101 حاضرة توا هوني. Commande 102 مزالها كان خمس دقايق، البيتزا في الفور.
"No problem, I'll wait. Just let me know when it's done.",Tunisian: ما ثماش مشكل، نستنى. كي تكمّل، قلّي برك.
Could you please tell me what documents are required for the application?,بالله، تنجم تقولّي شنوما الأوراق المطلوبة للمطلب؟
Of course. You'll need your national ID card and a building permit.,بطبيعة. يلزمك كارطة التعريف الوطنيّة متاعك و رخصة بناء.
And do I need to bring a copy of the title deed as well?,وزادة لازمني نجيب معايا فوتوكوبي من حجّة الملكية؟
"Yes, a copy of the final title deed is mandatory.",إي، لازم نسخة من عقد الملكيّة النهائي.
The VIP delegation arrives this evening. Is their special itinerary confirmed?,تجمّع الVIP يوصل العشيّة. البرنامج الخاصّ متاعهم تأكّد؟
"Yes, all set. They have a private tour of Sidi Bou Said tomorrow morning and a dinner reservation at the marina.",إي، كل شي حاضر. عندهم tour prive لسيدي بوسعيد غدوة الصباح و reservation متاع العشا في المارينا.
Excellent. Please double-check that their private transport is confirmed for all movements.,ممتاز. بالله عاود تأكّد اللي النقل الخاصّ متاعهم مؤكّد لكلّ التنقّلات.
Already done. The driver has the full schedule.,راهي مقضّية. الشيفور عندو البرنامج الكل.
"Good morning, could you please book a taxi for me for around 6 PM this evening?",صباح الخير، تنجم من فضلك تحجزلي تاكسي قرابة الستّة متاع العشية هاذي؟
"Yes, of course. Where will you be going?",إي، بطبيعة. وين باش تمشي؟
"To the Medina, please.",للمدينة العتيقة، الله يخليك.
Alright. A taxi will be waiting for you at the entrance at 6 PM.,أوكي. تاكسي باش يستنّاك قدّام المدخل على الستّة متع العشية.
"I'm thinking of enclosing this balcony to make a small sitting room, a 'majless'. Is that permitted?",نخمّم نسكّر الbalcon هذا باش نعمل منّو قعدة صغيرة، مجلس. هذا مسموح؟
"Many owners have done it, but you must get official approval from the 'syndic' first to ensure it complies with the building's regulations.",برشة ملاّك عملوها، أمّا لازمك قبل كلّ شيّ تاخو موافقة رسميّة من السّينديك باش تتأكّد اللي راهي مطابقة للقوانين متاع العمارة.
I'm really hungry. Do you know a good place for lunch around here that's affordable?,أنا جوعان برشة. تعرف بلاصة باهية للغدا قريبة لهنا وسومها معقول؟
"Definitely. There's a great spot called 'The Corner Grill'. Go down this street, take the second right, and it's about 50 meters down on your left. You can't miss it.",بطبيعة. فمّا مطعم باهي برشة اسمو 'The Corner Grill'. كمل طول في الشارع هذا، خوذ الثاني على يمينك، وبعد قرابة 50 متر تلقاه على يسارك. ما يفوتكش.
"Perfect, that sounds great. Thanks a lot!",مريقل على الآخر، يظهرلي باهي برشة. مرسي برشة!
"No problem, enjoy your meal!",Tunisian: مش مشكل، بالهنّا و الشّفا!
Good morning. I'm calling about the delivery to Sfax. What is your estimated time of arrival?,صباح الخير. أنا نتّصل بخصوص livraison لصفاقس. وقتاش توصلوا تقريباً؟
"Good morning. I'm on the road now. God willing, I should be there around 2 PM.",صباح الخير. أنا توّة في الكيّاس. إن شاء الله نكون غادي حوالي الثنّين متاع العشيّة.
Excellent. Please call me when you are about 30 minutes away.,ممتاز. كلّمني كي يبقالك تقريب نص ساعة باش توصل.
Will do. See you then.,Tunisian: حاضر. نتلاقاو وقتها.
So what happens after the ride is over? Do we walk back to the camp?,شنوّة يصير بعد ما توفّى الدّورة؟ نرجعو للكمب على ساقينا؟
"No, it's too far to walk. We will ride to the other side of these big dunes, and my colleague will be waiting there with the 4x4 car to drive us back.",لا، بعيدة برشة عالرّجلين. باش نركبو للشيرة الأخرى من الديونات الكبار هاذم، وزميلي يستنّانا غادي بالكاط كاط باش يرجّعنا.
My bill is always higher than I'd like. Do you have any advice on how I can reduce my consumption to stay in a cheaper bracket?,Tunisian: الفاتورة متاعي ديما تطلعلي أغلى من اللي نحب. تنجم تعطيني شوية نصايح كيفاش ننقص في الكونسوماسيون باش نبقى في الشطر الأرخص؟
"Definitely. Simple things help, like switching to LED bulbs, unplugging appliances when not in use, and being mindful of air conditioner usage, as it's a major consumer of electricity.",أكيد. حاجات بسيطة تنفع، كيما تبدّل اللمبات بلمبات LED، وتنحّي الفيشة من البريز وقت اللي ماكش تستعملهم، وترد بالك على استعمال الكليما، على خاطرها تشرب برشة كهرُبة.
What about for water?,و بالنسبة للما؟
"For water, checking for and fixing any leaks in your home is the most important step. Even a small drip can waste a lot of water over a billing cycle.",بالنسبة للما، أهم خطوة إنك تتفقد وتصلّح أي تهريب ما في دارك. حتى تقطيرة صغيرة تنجم تضيّع برشة ما على periode متاع الفاتورة.
"I've finalized the overburden map for the next expansion area. The thickness is more variable than we thought, especially towards the north.",كمّلت خريطة السمك متاع طبقة الغطاء للمنطقة متاع التوسعة الجاية. السمك متغيّر أكثر من اللي كنّا نحسبو، بالخصوص في جهة الشمال.
How will that affect our stripping ratio? A higher ratio could make the entire northern block uneconomical.,كيفاش باش يأثّر هذا على الratio متاع decouverture متاعنا؟ كان الratio يطلع، ينجم يخلّي الbloc الشمالي الكلّ موش مربح.
"The average is still within our target range, but you'll have to plan the waste removal sequence carefully to balance the high-cost areas with the low-cost ones.",المتوسّط مازال داخل الرنج الهدف متاعنا، أمّا لازمك تخطّط مليح للسيكونس متاع رفع النفايات باش توازن بين المناطق اللي كلفتها عالية والمناطق اللي كلفتها واطية.
"Okay, I'll use this data to phase the development and keep the overall stripping ratio stable month-to-month.",أوكي، باش نستعمل الdata هاذي باش نقسّم التطوير على فازات ونحافظ على الstripping ratio العام ثابت شهر بشهر.
"Professor, since I'm graduating soon, I was hoping for some advice. I'm interested in the software development sector but don't know where to start looking.",أستاذ، خاطر باش نتخرّج قريب، كنت نحب ناخو شوية نصايح. أنا مهتمّ بالقطاع متاع développement logiciel أمّا ما نعرش منين نبدأ نلوّج.
That's a good field with strong demand. I have a former student who is now a team lead at a well-known startup. Let me see if I can put you in touch.,المجال هذا باهي وفيه طلب قوي. عندي تلميذ قديم توّا ولّى تيم ليد في ستارتاب معروفة. خلّيني نشوف كان نجم نعرّفك بيه.
"That would be incredible, Professor. Thank you very much!",ذاك يكون شي يجنّن، بروفيسور. مرسي برشة!
"Now, for compensation. As you know, bonuses are tied to the company's overall results. Given our strong profitability this year, the board has approved a bonus pool at 120% of the target.",توا، بالنسبة للتعويض. كيما تعرف، الbonus مربوطين بالنّتائج العامّة متاع الشركة. بما إنّو الربحية كانت قويّة العام هذا، le board وافق على pool متاع الbonus بـ120% من الtarget.
That is wonderful news. It’s a great reward for everyone’s hard work this year.,هاذا خبر يفرّح برشة. جازية كبيرة على تعب الناس الكلّ هالسنة.
Indeed. Your personal bonus reflects your division's significant contribution to that success.,بالحق. الprime الشخصية متاعك تعكس المساهمة الكبيرة متاع الdivision متاعك في النجاح هذاك.
This pipe is slightly off from where the drawing shows it. It's clashing with the rebar.,التويّو مزّيح شوية على البلاصة اللي يوريها البلان. قاعد يصادم مع الفيراي.
Let me see. Can we shift the rebar slightly without compromising the structure?,خلّيني نشوف. نجمو نزيّحو الفيري شوية من غير ما نضرّو بالهيكل؟
"Yes, I think if we move it two centimeters to the left, it will fit perfectly.",إي، نظن كان نحركوها زوز سانتي للّيسار، تركّب قدّ قدّ.
Good. Go ahead and do that.,باهي. برا اعملها.
I want us to re-examine the historical data from the Gulf of Gabes. Is it possible previous operators missed something?,نحبّنا نعاودو نراجعو الداتا التاريخيّة متاع خليج قابس. ينجم يكون اللي كانوا يخدمو قبلنا فاتهم حاجة؟
"It's very possible. With modern reprocessing techniques, we can get a much clearer image from the old seismic tapes. We might identify smaller, subtle traps that were invisible 20 years ago.",ممكن برشة. بتقنيات الreprocessing الحديثة، نجمو نخرّجو تصويرة أوضح برشة من الكاسيتات القدام متاع المسح الزلزالي. نجمو نلقاو مصايد أصغر وأدقّ اللي ما كانوش يبانوا من قبل 20 سنة.
Good morning. I'm a journalist investigating the company's finances. Can you confirm the official figure for the company's total debt?,صباح الخير. أنا صحافي نحقّق في مالية الشركة. تنجم تأكّدلي المبلغ الرسمي متاع الدّين الجملي متاع الشركة؟
"Good morning, ma'am. I'm sorry, but that kind of high-level financial data is not available to customer service agents.",صبّاح الخير مدام. سامحني، أمّا المعطيات المالية من النوع هذا على مستوى عالي ماهيش متاحة للagents متاع خدمة الحرفاء.
I understand. Who would I need to speak with to get that information?,فهمت. مع شكون يلزمني نكلم باش ناخو المعلومة هاذي؟
You would have to direct an official inquiry to our central administration or communications department.,يلزمك توجّه استفسار رسمي للإدارة المركزيّة متاعنا ولا لقسم الاتّصال.
I've heard that some of these highly resistant tomato varieties don't taste as good as the traditional ones. Is that true?,Tunisian: سمعت اللي بعض الصنايف متاع الطماطم اللي مقاومة برشة للأمراض طعمهم موش بنين كيما التقليدية. صحيح ولا لا؟
"That can be a concern, but some newer hybrids have excellent disease resistance and great flavor. The taste is almost the same as the old types.",الحكاية هاذي تنجم تقلّق، أما فمّا بعض الhybrides الجدد عندهم مقاومة باهية برشة للأمراض وطعم بنين برشة. الطعم تقريب كيف متاع الأنواع القدام.
So I don't have to sacrifice taste for a healthy crop?,يعني ما يلزمنيش نضحّي بالذوق باش نتحصّل على غلّة صحيّة؟
Exactly. You can have both.,بالضبط. تنجم تاخو الزوز.
"Hello, I ate something heavy and I have terrible heartburn. Do you have anything for that?",عسلامة، كلّيت حاجة ثقيلة وعندي حرقة تقتل في لمعدة. عندك حاجة لها؟
"Yes, I have these chewable tablets that provide fast relief. We also have a liquid version if you prefer.",إي، عندي هالحبّات اللي تتّمضغ وتريّحك بسرعة. وعندنا زادة version liquide كان تفضّل.
The chewable tablets sound easier. I'll take those.,الحبّات اللي يتمضغو يْبانو أسهل. ناخو هاذم.
"I have a question about the 'Sa'i' ritual, the walking between Safa and Marwa. I'm worried about my elderly father keeping up.","Tunisian: عندي سؤال على ""السّعي""، المشي بين الصّفا والمروة. مقلّقني بابا الكبير في العمر، نخاف ما ينجمش يتبّع."
"That's a valid concern. Please don't worry, wheelchairs are available for the 'Sa'i'. He can perform the ritual comfortably without excessive strain. It is perfectly acceptable.",ملاحظة وجيهة. ما تقلقش، فما كراسي متحرّكة للسعي. هو ينجم يعمل السعي مرتاح من غير مجهود زايد. الأمر عادي ومسموح بيه.
That is a huge relief. Thank you for clarifying.,ريّحتني برشة. يعطيك الصحّة على التوضيح.
"Doctor, when do you think I can go back to work?",دكتور، في رأيك وقتاش نجم نرجع للخدمة؟
You need to rest. You should not return to work until you have been free of all symptoms for at least 24 hours.,Tunisian: لازمك ترتاح. ما ترجعش للخدمة كان بعد ما تعدّي على الأقل 24 ساعة من غير حتى أعراض.
Is there anything we should know about local customs or what to wear?,فمّا أي حاجة يلزمنا نعرفوها على العادات والتقاليد المحليّة ولا على شنو نلبسو؟
"Tunisia is quite relaxed, but it's respectful to dress modestly, covering shoulders and knees, especially when visiting mosques or religious sites. For tipping, it's not obligatory but is always appreciated. Around ten percent is customary at restaurants for good service.",Tunisian: تونس جوّها رلاكس برشة، أمّا من اللّطف تلبس بلبسة مستورة، تغطّي الكتاف والركب، خاصّة كي تزور الجوامع ولا البلايص الدينيّة. بالنسبة للبقشيش، موش إجباري أمّا ديما يتقدّر. قرابة عشرة بالمية عادة في الرستورانات كي تكون الخدمة باهية.
God give us patience. I just found out my request for new classroom maps was denied. Again.,ربي يصبّرنا. توا برك عرفت اللي المطلب متاعي على خرايط جداد متاع القسم ترفض. مرّة أخرى.
"You too? Half my book order was cut. They say there's no budget, but we're using books from twenty years ago.",إنتي زادة؟ قصّولي نصّ الكوموند متاع الكتب. يقولوا ما فمّاش budget، أمّا مازلنا نستعملو كتب من عشرين سنة لتالي.
It's impossible to teach properly like this. The students are the ones who suffer in the end.,مستحيل نقرّي بالصحيح كيما هكّا. التلامذة هما اللي يخلّصوها في الآخر.
"Exactly. It's truly frustrating. Well, we do what we can with what we have.",بالضبط. بالحقّ مقلّقة برشة. أمّا هكّا، نعملو قدّ اللي نجموا باللي عنا.
"Mama, what do you think of this dress for my cousin's wedding? Is it too fancy?",ماما، شنوا رايك في هالروبة لعرس قريبتي؟ مش مزوّق برشة؟
"God willing, it is beautiful my daughter, it suits you perfectly. Just wear a nice shawl with it to complete the look.",ما شاء الله، يهبل يا بنتي، جاي عليك بالقدا. كان تزيديلو شال باهي، تكمل الطلّة.
"Okay, that's a great idea. Thank you, Mama.",أوكي، فكّرة باهية برشة. عيشك يا ماما.
Have you heard the news about the new budget law? I'm worried about how it will affect our costs.,Tunisian: سمعت بالخبر متاع قانون المالية الجديد؟ أنا مقلّق كيفاش باش يأثّر على المصاريف متاعنا.
"I know, it's all anyone is talking about. Everything is going to get more expensive. May God make things easier.",نعرف، الناس الكل ما تحكي كان عليه. كل شي باش يزيد يغلا. ربي يسهّل.
Exactly. We'll have to see how the company decides to absorb the impact.,بالضبط. لازمنا نشوفو شنوّة القرار اللي باش تاخذه الشركة باش تمتصّ الصدمة.
"After the surgery, we'll keep you in the hospital for two to three days for observation.",بعد العمليّة، باش نرقدوك في السبيطار من نهارين لتلاثة أيّام للمراقبة.
And what about when I go home?,و بالنسبة كي نروّح للدار؟
You should plan to rest and take it easy for a couple of weeks. We will give you prescriptions to manage any pain.,لازمك ترتاح وتهنّى على روحك جمعتين. باش نكتبولك أوردونّانس لدوا مسكّن باش تتحكّم في أي وجيعة.
"Okay, that sounds manageable. Thank you.",باھي، يبان معقول. يعطيك الصحّة.
"Regarding our room allotment, we'd like to request an increase to 25 standard rooms and 5 sea-view suites for the high season.",بالنسبة للحصّة متاعنا في الغرف، نحبّو نطلبو نزيدوها لـ 25 غرفة standard و5 سويتات مطلّة عالبحر للهاي سيزن.
"25 standard rooms is possible. However, the sea-view suites are very popular. I can only guarantee 3, but I will give your agency priority for any others that become available.",25 chambre standard ممكن. أما السويتات vue sur mer مطلوبة برشة. نجم نضمن كان 3، أما باش نعطي الagence متاعكم أولوية على أي سويتات أخرى تتوفّر.
"Alright, 3 is a good start. We'll take it.",باهي، 3 بدابة باهية. نمشيو بـ3.
My baby is two months old. What vaccines does she need now?,صغيرتي عمرها شهرين. شنوّة التلاقيح اللي لازمها تاو؟
"At this age, according to the national schedule in her health booklet, she's due for the Pentavalent and Polio vaccines.",على هالعمر، حسب الروزنامة الوطنية للتلاقيح في دفتر الصحّة متاعها، لازمها تاخو تلقيح الخماسي وتلقيح البوليو.
Is it safe for her to get so many at once?,ما فيهاش خطر عليها تاخو برشة دفعة وحدة؟
"Yes, it is perfectly safe. Her immune system can handle it, and this is the standard, recommended practice.",إي، راهو آمن على الآخر. مناعتها تنجم تتحمّلو، وهذا هو المعمول بيه واللي ينصحوا بيه.
